"workerid","rt","trial_type","trial_num","name","response","positive","endpoint_high","negation","sentence_type","adjective","referent","gender","superlative_endpoints","endpoint_low","antonym"
99,4221,"one_slider",5,"Alicia",0.64,"brave","most brave","lexical","neg_antonym","not cowardly","person","female",0,"most cowardly","cowardly"
99,2483,"one_slider",6,"Veronica",0.2,"friendly","most friendly","morphological","antonym","unfriendly","person","female",0,"most unfriendly","unfriendly"
99,12129,"one_slider",7,"Stephen",0.32,"educated","most educated","morphological","neg_positive","not educated","person","male",0,"most uneducated","uneducated"
99,2329,"one_slider",8,"William",0.55,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
99,2490,"one_slider",9,"Angela",0.61,"fat","fattest","lexical","positive","fat","person","female",1,"skinniest","skinny"
99,3236,"one_slider",10,"David",0.47,"happy","happiest","morphological","neg_antonym","not unhappy","person","male",1,"unhappiest","unhappy"
99,2545,"one_slider",11,"Jennifer",0.3,"polite","most polite","morphological","antonym","impolite","person","female",0,"most impolite","impolite"
99,1855,"one_slider",12,"Kim",0.62,"proud","most proud","lexical","positive","proud","person","female",0,"most humble","humble"
99,2014,"one_slider",13,"Melinda",0.48,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
99,2910,"one_slider",14,"Alexander",0.36,"honest","most honest","morphological","neg_positive","not honest","person","male",0,"most dishonest","dishonest"
99,3447,"one_slider",15,"Michael",0.63,"successful","most successful","morphological","positive","successful","person","male",0,"most unsuccessful","unsuccessful"
99,2550,"one_slider",16,"Daniel",0.36,"rich","richest","lexical","antonym","poor","person","male",1,"poorest","poor"
100,8647,"one_slider",1,"Melinda",0.74,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","female",0,"most lazy","lazy"
100,13943,"one_slider",2,"Kim",0.27,"beautiful","most beautiful","lexical","antonym","ugly","person","female",0,"most ugly","ugly"
100,4623,"one_slider",3,"Claire",0.33,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
100,3063,"one_slider",4,"Angela",0.24,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","female",0,"most unintelligent","unintelligent"
100,3503,"one_slider",5,"Alexander",0.08,"loud","most loud","lexical","neg_positive","not loud","person","male",0,"most quiet","quiet"
100,3056,"one_slider",6,"Stephanie",0.85,"successful","most successful","morphological","positive","successful","person","female",0,"most unsuccessful","unsuccessful"
100,6039,"one_slider",7,"Michelle",0.88,"happy","happiest","morphological","neg_antonym","not unhappy","person","female",1,"unhappiest","unhappy"
100,4159,"one_slider",8,"Jennifer",0.13,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
100,2845,"one_slider",9,"William",0.13,"educated","most educated","morphological","antonym","uneducated","person","male",0,"most uneducated","uneducated"
100,3984,"one_slider",10,"Laura",0.86,"brave","most brave","lexical","positive","brave","person","female",0,"most cowardly","cowardly"
100,2392,"one_slider",11,"Lucas",0.85,"tall","tallest","lexical","neg_antonym","not short","person","male",1,"shortest","short"
100,2391,"one_slider",12,"Maya",0.16,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
100,2863,"one_slider",13,"Greg",0.92,"attractive","most attractive","morphological","neg_antonym","not unattractive","person","male",0,"most unattractive","unattractive"
100,3799,"one_slider",14,"Julia",0.8,"proud","most proud","lexical","positive","proud","person","female",0,"most humble","humble"
100,3247,"one_slider",15,"Kathleen",0.14,"polite","most polite","morphological","antonym","impolite","person","female",0,"most impolite","impolite"
100,8479,"one_slider",16,"Anthony",0.83,"honest","most honest","morphological","positive","honest","person","male",0,"most dishonest","dishonest"
101,8735,"one_slider",1,"William",0.44,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","male",0,"most unfriendly","unfriendly"
101,6817,"one_slider",2,"Veronica",0.01,"wise","most wise","lexical","antonym","foolish","person","female",0,"most foolish","foolish"
101,4192,"one_slider",3,"Alexander",0.72,"rich","richest","lexical","neg_antonym","not poor","person","male",1,"poorest","poor"
101,5892,"one_slider",4,"Greg",0.83,"honest","most honest","morphological","neg_antonym","not dishonest","person","male",0,"most dishonest","dishonest"
101,4240,"one_slider",5,"David",0.76,"polite","most polite","morphological","positive","polite","person","male",0,"most impolite","impolite"
101,3542,"one_slider",6,"Cameron",0.22,"mature","most mature","morphological","antonym","immature","person","male",0,"most immature","immature"
101,6611,"one_slider",7,"Stephanie",0.95,"proud","most proud","lexical","neg_antonym","not humble","person","female",0,"most humble","humble"
101,3279,"one_slider",8,"Sophia",0.15,"educated","most educated","morphological","neg_positive","not educated","person","female",0,"most uneducated","uneducated"
101,2687,"one_slider",9,"Jennifer",0.25,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","female",0,"most unintelligent","unintelligent"
101,3384,"one_slider",10,"Eric",0.61,"hard-working","most hard-working","lexical","positive","hard-working","person","male",0,"most lazy","lazy"
101,3330,"one_slider",11,"Julia",0.27,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
101,3526,"one_slider",12,"Daniel",0.41,"fat","fattest","lexical","neg_positive","not fat","person","male",1,"skinniest","skinny"
101,2540,"one_slider",13,"Kim",0.64,"brave","most brave","lexical","positive","brave","person","female",0,"most cowardly","cowardly"
101,2908,"one_slider",14,"Laura",0.25,"tall","tallest","lexical","neg_positive","not tall","person","female",1,"shortest","short"
101,3041,"one_slider",15,"Lucas",0.23,"interesting","most interesting","morphological","antonym","uninteresting","person","male",0,"most uninteresting","uninteresting"
101,2786,"one_slider",16,"Kathleen",0.6,"happy","happiest","morphological","positive","happy","person","female",1,"unhappiest","unhappy"
102,8439,"one_slider",1,"Anthony",0.28,"interesting","most interesting","morphological","antonym","uninteresting","person","male",0,"most uninteresting","uninteresting"
102,5962,"one_slider",2,"Gabriel",0.51,"fat","fattest","lexical","neg_positive","not fat","person","male",1,"skinniest","skinny"
102,5113,"one_slider",3,"Tom",0.41,"beautiful","most beautiful","lexical","neg_positive","not beautiful","person","male",0,"most ugly","ugly"
102,5358,"one_slider",4,"John",0.71,"intelligent","most intelligent","morphological","positive","intelligent","person","male",0,"most unintelligent","unintelligent"
102,5077,"one_slider",5,"Melinda",0.32,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
102,3604,"one_slider",6,"Laura",0.76,"loud","most loud","lexical","neg_antonym","not quiet","person","female",0,"most quiet","quiet"
102,8536,"one_slider",7,"Stephen",0.49,"honest","most honest","morphological","neg_antonym","not dishonest","person","male",0,"most dishonest","dishonest"
102,4625,"one_slider",8,"Maya",0.15,"tall","tallest","lexical","antonym","short","person","female",1,"shortest","short"
102,5744,"one_slider",9,"Monica",0.5,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
102,4514,"one_slider",10,"Greg",0.88,"friendly","most friendly","morphological","positive","friendly","person","male",0,"most unfriendly","unfriendly"
102,3981,"one_slider",11,"David",0.71,"wise","most wise","lexical","positive","wise","person","male",0,"most foolish","foolish"
102,2921,"one_slider",12,"Alexander",0.18,"happy","happiest","morphological","antonym","unhappy","person","male",1,"unhappiest","unhappy"
102,5074,"one_slider",13,"Kim",0.8,"proud","most proud","lexical","positive","proud","person","female",0,"most humble","humble"
102,4766,"one_slider",14,"Lucas",0.52,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
102,3587,"one_slider",15,"Alicia",0.4,"attractive","most attractive","morphological","neg_positive","not attractive","person","female",0,"most unattractive","unattractive"
102,3934,"one_slider",16,"Cameron",0.19,"rich","richest","lexical","antonym","poor","person","male",1,"poorest","poor"
103,17744,"one_slider",1,"Eric",0.59,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","male",0,"most lazy","lazy"
103,12153,"one_slider",2,"Anthony",0.35,"honest","most honest","morphological","antonym","dishonest","person","male",0,"most dishonest","dishonest"
103,9928,"one_slider",3,"John",0.64,"happy","happiest","morphological","positive","happy","person","male",1,"unhappiest","unhappy"
103,8832,"one_slider",4,"Alicia",0.73,"wise","most wise","lexical","positive","wise","person","female",0,"most foolish","foolish"
103,32046,"one_slider",5,"Laura",0.3,"friendly","most friendly","morphological","neg_positive","not friendly","person","female",0,"most unfriendly","unfriendly"
103,6945,"one_slider",6,"Lucas",0.17,"mature","most mature","morphological","antonym","immature","person","male",0,"most immature","immature"
103,7882,"one_slider",7,"Claire",0.33,"proud","most proud","lexical","antonym","humble","person","female",0,"most humble","humble"
103,9728,"one_slider",8,"Kathleen",0.4,"fat","fattest","lexical","neg_positive","not fat","person","female",1,"skinniest","skinny"
103,6530,"one_slider",9,"Maya",0.84,"strong","strongest","lexical","positive","strong","person","female",1,"weakest","weak"
103,6352,"one_slider",10,"Lee",0.08,"polite","most polite","morphological","neg_positive","not polite","person","male",0,"most impolite","impolite"
103,10779,"one_slider",11,"Greg",0.48,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","male",0,"most unintelligent","unintelligent"
103,10400,"one_slider",12,"Tom",0.45,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
103,5680,"one_slider",13,"Stephanie",0.61,"educated","most educated","morphological","positive","educated","person","female",0,"most uneducated","uneducated"
103,6970,"one_slider",14,"Angela",0.44,"tall","tallest","lexical","neg_antonym","not short","person","female",1,"shortest","short"
103,4380,"one_slider",15,"Veronica",0.61,"loud","most loud","lexical","neg_positive","not loud","person","female",0,"most quiet","quiet"
103,6862,"one_slider",16,"Gabriel",0.26,"rich","richest","lexical","antonym","poor","person","male",1,"poorest","poor"
104,16437,"one_slider",1,"Tom",0.4,"beautiful","most beautiful","lexical","antonym","ugly","person","male",0,"most ugly","ugly"
104,13663,"one_slider",2,"Stephen",0.72,"brave","most brave","lexical","positive","brave","person","male",0,"most cowardly","cowardly"
104,4781,"one_slider",3,"Alicia",0.48,"mature","most mature","morphological","neg_positive","not mature","person","female",0,"most immature","immature"
104,22343,"one_slider",4,"Anthony",0.14,"attractive","most attractive","morphological","antonym","unattractive","person","male",0,"most unattractive","unattractive"
104,5684,"one_slider",5,"John",0.03,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
104,7736,"one_slider",6,"Greg",0.8,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
104,7681,"one_slider",7,"Laura",0.93,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
104,4307,"one_slider",8,"Sophia",0.79,"wise","most wise","lexical","neg_antonym","not foolish","person","female",0,"most foolish","foolish"
104,8894,"one_slider",9,"Alexander",0.76,"educated","most educated","morphological","positive","educated","person","male",0,"most uneducated","uneducated"
104,3925,"one_slider",10,"William",0.19,"rich","richest","lexical","antonym","poor","person","male",1,"poorest","poor"
104,8334,"one_slider",11,"David",0.87,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","male",0,"most unfriendly","unfriendly"
104,4213,"one_slider",12,"Kathleen",0.11,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","female",0,"most unintelligent","unintelligent"
104,3771,"one_slider",13,"Monica",0.83,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
104,9610,"one_slider",14,"Michael",0.22,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","male",0,"most lazy","lazy"
104,4096,"one_slider",15,"Jennifer",0.76,"fat","fattest","lexical","positive","fat","person","female",1,"skinniest","skinny"
104,11179,"one_slider",16,"Julia",0.27,"happy","happiest","morphological","antonym","unhappy","person","female",1,"unhappiest","unhappy"
105,3278,"one_slider",1,"Jennifer",0.6,"successful","most successful","morphological","positive","successful","person","female",0,"most unsuccessful","unsuccessful"
105,5135,"one_slider",2,"Daniel",0.45,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
105,1760,"one_slider",3,"Sophia",0.44,"attractive","most attractive","morphological","neg_antonym","not unattractive","person","female",0,"most unattractive","unattractive"
105,20231,"one_slider",4,"Tom",0.24,"mature","most mature","morphological","antonym","immature","person","male",0,"most immature","immature"
105,1567,"one_slider",5,"David",0.5,"proud","most proud","lexical","positive","proud","person","male",0,"most humble","humble"
105,1943,"one_slider",6,"Julia",0.78,"rich","richest","lexical","neg_antonym","not poor","person","female",1,"poorest","poor"
105,2647,"one_slider",7,"Laura",0.59,"tall","tallest","lexical","antonym","short","person","female",1,"shortest","short"
105,1671,"one_slider",8,"Alicia",0.46,"beautiful","most beautiful","lexical","neg_positive","not beautiful","person","female",0,"most ugly","ugly"
105,9416,"one_slider",9,"Monica",0.4,"interesting","most interesting","morphological","positive","interesting","person","female",0,"most uninteresting","uninteresting"
105,1904,"one_slider",10,"Eric",0.44,"honest","most honest","morphological","antonym","dishonest","person","male",0,"most dishonest","dishonest"
105,1504,"one_slider",11,"Gabriel",0.55,"fat","fattest","lexical","neg_positive","not fat","person","male",1,"skinniest","skinny"
105,6040,"one_slider",12,"Stephanie",0.49,"educated","most educated","morphological","neg_antonym","not uneducated","person","female",0,"most uneducated","uneducated"
105,2879,"one_slider",13,"Lucas",0.5,"wise","most wise","lexical","neg_antonym","not foolish","person","male",0,"most foolish","foolish"
105,36287,"one_slider",14,"Lee",0.59,"strong","strongest","lexical","positive","strong","person","male",1,"weakest","weak"
105,2455,"one_slider",15,"Kim",0.45,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","female",0,"most unintelligent","unintelligent"
105,2824,"one_slider",16,"Alexander",0.39,"polite","most polite","morphological","neg_positive","not polite","person","male",0,"most impolite","impolite"
106,10029,"one_slider",1,"Lee",0.52,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","male",0,"most unfriendly","unfriendly"
106,5143,"one_slider",2,"Julia",0.69,"educated","most educated","morphological","positive","educated","person","female",0,"most uneducated","uneducated"
106,6920,"one_slider",3,"Melinda",0.26,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
106,4080,"one_slider",4,"Veronica",0.27,"happy","happiest","morphological","antonym","unhappy","person","female",1,"unhappiest","unhappy"
106,4768,"one_slider",5,"Kim",0.56,"attractive","most attractive","morphological","neg_antonym","not unattractive","person","female",0,"most unattractive","unattractive"
106,7384,"one_slider",6,"Laura",0.51,"tall","tallest","lexical","neg_antonym","not short","person","female",1,"shortest","short"
106,8104,"one_slider",7,"John",0.19,"polite","most polite","morphological","neg_positive","not polite","person","male",0,"most impolite","impolite"
106,4832,"one_slider",8,"Michelle",0.69,"proud","most proud","lexical","positive","proud","person","female",0,"most humble","humble"
106,4327,"one_slider",9,"Alicia",0.18,"mature","most mature","morphological","antonym","immature","person","female",0,"most immature","immature"
106,5734,"one_slider",10,"Lucas",0.76,"honest","most honest","morphological","positive","honest","person","male",0,"most dishonest","dishonest"
106,5242,"one_slider",11,"Gabriel",0.47,"brave","most brave","lexical","neg_antonym","not cowardly","person","male",0,"most cowardly","cowardly"
106,5336,"one_slider",12,"Tom",0.32,"wise","most wise","lexical","neg_positive","not wise","person","male",0,"most foolish","foolish"
106,3864,"one_slider",13,"Maya",0.76,"fat","fattest","lexical","positive","fat","person","female",1,"skinniest","skinny"
106,4399,"one_slider",14,"Stephanie",0.22,"loud","most loud","lexical","antonym","quiet","person","female",0,"most quiet","quiet"
106,5352,"one_slider",15,"David",0.35,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","male",0,"most unintelligent","unintelligent"
106,7432,"one_slider",16,"Alexander",0.35,"hard-working","most hard-working","lexical","neg_positive","not hard-working","person","male",0,"most lazy","lazy"
107,10984,"one_slider",1,"Michelle",0.2,"proud","most proud","lexical","antonym","humble","person","female",0,"most humble","humble"
107,5947,"one_slider",2,"Alicia",0.92,"loud","most loud","lexical","positive","loud","person","female",0,"most quiet","quiet"
107,4315,"one_slider",3,"Cameron",0.9,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","male",0,"most lazy","lazy"
107,4974,"one_slider",4,"Laura",0.8,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","female",0,"most unfriendly","unfriendly"
107,3860,"one_slider",5,"Eric",0.24,"fat","fattest","lexical","antonym","skinny","person","male",1,"skinniest","skinny"
107,4401,"one_slider",6,"Daniel",0.81,"polite","most polite","morphological","positive","polite","person","male",0,"most impolite","impolite"
107,4398,"one_slider",7,"Jennifer",0.48,"strong","strongest","lexical","neg_antonym","not weak","person","female",1,"weakest","weak"
107,4163,"one_slider",8,"Julia",0.14,"mature","most mature","morphological","antonym","immature","person","female",0,"most immature","immature"
107,4326,"one_slider",9,"Gabriel",0.11,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","male",0,"most unintelligent","unintelligent"
107,296658,"one_slider",10,"Tom",0.69,"tall","tallest","lexical","positive","tall","person","male",1,"shortest","short"
107,3382,"one_slider",11,"Lee",0.2,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
107,4585,"one_slider",12,"John",0.47,"rich","richest","lexical","neg_positive","not rich","person","male",1,"poorest","poor"
107,2542,"one_slider",13,"Greg",0.72,"honest","most honest","morphological","positive","honest","person","male",0,"most dishonest","dishonest"
107,3096,"one_slider",14,"Kathleen",0.16,"interesting","most interesting","morphological","neg_positive","not interesting","person","female",0,"most uninteresting","uninteresting"
107,3848,"one_slider",15,"Melinda",0.3,"attractive","most attractive","morphological","antonym","unattractive","person","female",0,"most unattractive","unattractive"
107,3812,"one_slider",16,"Sophia",0.22,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
108,12805,"one_slider",1,"Anthony",0.78,"tall","tallest","lexical","positive","tall","person","male",1,"shortest","short"
108,7576,"one_slider",2,"Claire",0.19,"loud","most loud","lexical","neg_positive","not loud","person","female",0,"most quiet","quiet"
108,8999,"one_slider",3,"Kathleen",0.12,"proud","most proud","lexical","neg_positive","not proud","person","female",0,"most humble","humble"
108,9529,"one_slider",4,"Melinda",0.02,"intelligent","most intelligent","morphological","antonym","unintelligent","person","female",0,"most unintelligent","unintelligent"
108,5077,"one_slider",5,"Stephanie",0.24,"beautiful","most beautiful","lexical","antonym","ugly","person","female",0,"most ugly","ugly"
108,4600,"one_slider",6,"Kim",0.79,"honest","most honest","morphological","positive","honest","person","female",0,"most dishonest","dishonest"
108,8262,"one_slider",7,"Veronica",0.74,"brave","most brave","lexical","neg_antonym","not cowardly","person","female",0,"most cowardly","cowardly"
108,5835,"one_slider",8,"Michael",0.74,"strong","strongest","lexical","neg_antonym","not weak","person","male",1,"weakest","weak"
108,5647,"one_slider",9,"Maya",0.82,"happy","happiest","morphological","neg_positive","not happy","person","female",1,"unhappiest","unhappy"
108,7485,"one_slider",10,"Angela",0.79,"interesting","most interesting","morphological","positive","interesting","person","female",0,"most uninteresting","uninteresting"
108,5936,"one_slider",11,"David",0.03,"polite","most polite","morphological","antonym","impolite","person","male",0,"most impolite","impolite"
108,3272,"one_slider",12,"Laura",0,"mature","most mature","morphological","neg_antonym","not immature","person","female",0,"most immature","immature"
108,14991,"one_slider",13,"Daniel",0.16,"hard-working","most hard-working","lexical","antonym","lazy","person","male",0,"most lazy","lazy"
108,6483,"one_slider",14,"Lucas",0.85,"fat","fattest","lexical","positive","fat","person","male",1,"skinniest","skinny"
108,3921,"one_slider",15,"Alexander",0.83,"educated","most educated","morphological","neg_antonym","not uneducated","person","male",0,"most uneducated","uneducated"
108,4741,"one_slider",16,"John",0,"friendly","most friendly","morphological","neg_positive","not friendly","person","male",0,"most unfriendly","unfriendly"
109,9993,"one_slider",1,"Michelle",0.25,"strong","strongest","lexical","neg_positive","not strong","person","female",1,"weakest","weak"
109,4607,"one_slider",2,"Melinda",0.74,"rich","richest","lexical","neg_antonym","not poor","person","female",1,"poorest","poor"
109,5400,"one_slider",3,"Lucas",0.75,"educated","most educated","morphological","positive","educated","person","male",0,"most uneducated","uneducated"
109,4383,"one_slider",4,"Kathleen",0.74,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","female",0,"most unsuccessful","unsuccessful"
109,5431,"one_slider",5,"William",0.19,"friendly","most friendly","morphological","antonym","unfriendly","person","male",0,"most unfriendly","unfriendly"
109,7093,"one_slider",6,"Michael",0.21,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","male",0,"most unintelligent","unintelligent"
109,4247,"one_slider",7,"Anthony",0.76,"proud","most proud","lexical","neg_antonym","not humble","person","male",0,"most humble","humble"
109,3246,"one_slider",8,"Stephanie",0.78,"wise","most wise","lexical","positive","wise","person","female",0,"most foolish","foolish"
109,4336,"one_slider",9,"Sophia",0.76,"tall","tallest","lexical","positive","tall","person","female",1,"shortest","short"
109,4103,"one_slider",10,"Greg",0.21,"polite","most polite","morphological","antonym","impolite","person","male",0,"most impolite","impolite"
109,4696,"one_slider",11,"Cameron",0.76,"attractive","most attractive","morphological","neg_antonym","not unattractive","person","male",0,"most unattractive","unattractive"
109,3333,"one_slider",12,"Veronica",0.19,"loud","most loud","lexical","antonym","quiet","person","female",0,"most quiet","quiet"
109,4152,"one_slider",13,"Kim",0.15,"hard-working","most hard-working","lexical","antonym","lazy","person","female",0,"most lazy","lazy"
109,4244,"one_slider",14,"Gabriel",0.78,"mature","most mature","morphological","positive","mature","person","male",0,"most immature","immature"
109,3460,"one_slider",15,"Monica",0.19,"beautiful","most beautiful","lexical","neg_positive","not beautiful","person","female",0,"most ugly","ugly"
109,3523,"one_slider",16,"Julia",0.18,"interesting","most interesting","morphological","neg_positive","not interesting","person","female",0,"most uninteresting","uninteresting"
110,11104,"one_slider",1,"Monica",0.66,"mature","most mature","morphological","neg_antonym","not immature","person","female",0,"most immature","immature"
110,4572,"one_slider",2,"David",0.18,"strong","strongest","lexical","neg_positive","not strong","person","male",1,"weakest","weak"
110,5809,"one_slider",3,"Veronica",0.16,"intelligent","most intelligent","morphological","neg_positive","not intelligent","person","female",0,"most unintelligent","unintelligent"
110,3625,"one_slider",4,"Julia",0.75,"polite","most polite","morphological","positive","polite","person","female",0,"most impolite","impolite"
110,3666,"one_slider",5,"Anthony",0.16,"wise","most wise","lexical","neg_positive","not wise","person","male",0,"most foolish","foolish"
110,2729,"one_slider",6,"Gabriel",0.15,"rich","richest","lexical","antonym","poor","person","male",1,"poorest","poor"
110,3033,"one_slider",7,"Jennifer",0.81,"educated","most educated","morphological","positive","educated","person","female",0,"most uneducated","uneducated"
110,7790,"one_slider",8,"Daniel",0.63,"successful","most successful","morphological","neg_antonym","not unsuccessful","person","male",0,"most unsuccessful","unsuccessful"
110,4199,"one_slider",9,"Alexander",0.07,"interesting","most interesting","morphological","neg_positive","not interesting","person","male",0,"most uninteresting","uninteresting"
110,5662,"one_slider",10,"Kim",0.13,"brave","most brave","lexical","antonym","cowardly","person","female",0,"most cowardly","cowardly"
110,3638,"one_slider",11,"Michelle",0.06,"attractive","most attractive","morphological","antonym","unattractive","person","female",0,"most unattractive","unattractive"
110,3002,"one_slider",12,"Melinda",0.82,"beautiful","most beautiful","lexical","positive","beautiful","person","female",0,"most ugly","ugly"
110,3854,"one_slider",13,"Lee",0.67,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","male",0,"most lazy","lazy"
110,2245,"one_slider",14,"Eric",0.86,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
110,4077,"one_slider",15,"Tom",0.19,"happy","happiest","morphological","antonym","unhappy","person","male",1,"unhappiest","unhappy"
110,3640,"one_slider",16,"Lucas",0.8,"fat","fattest","lexical","neg_antonym","not skinny","person","male",1,"skinniest","skinny"
111,12773,"one_slider",1,"Maya",0.77,"tall","tallest","lexical","positive","tall","person","female",1,"shortest","short"
111,9365,"one_slider",2,"Gabriel",0.57,"happy","happiest","morphological","neg_antonym","not unhappy","person","male",1,"unhappiest","unhappy"
111,8344,"one_slider",3,"Greg",0.16,"mature","most mature","morphological","antonym","immature","person","male",0,"most immature","immature"
111,9264,"one_slider",4,"Veronica",0.26,"honest","most honest","morphological","neg_positive","not honest","person","female",0,"most dishonest","dishonest"
111,5574,"one_slider",5,"Julia",0.76,"successful","most successful","morphological","positive","successful","person","female",0,"most unsuccessful","unsuccessful"
111,7160,"one_slider",6,"Alicia",0.63,"fat","fattest","lexical","neg_antonym","not skinny","person","female",1,"skinniest","skinny"
111,8512,"one_slider",7,"Stephen",0.61,"hard-working","most hard-working","lexical","neg_antonym","not lazy","person","male",0,"most lazy","lazy"
111,7507,"one_slider",8,"Lee",0.21,"attractive","most attractive","morphological","neg_positive","not attractive","person","male",0,"most unattractive","unattractive"
111,6252,"one_slider",9,"Sophia",0.16,"proud","most proud","lexical","antonym","humble","person","female",0,"most humble","humble"
111,6860,"one_slider",10,"Lucas",0.52,"friendly","most friendly","morphological","neg_antonym","not unfriendly","person","male",0,"most unfriendly","unfriendly"
111,7053,"one_slider",11,"Kathleen",0.38,"loud","most loud","lexical","neg_positive","not loud","person","female",0,"most quiet","quiet"
111,5666,"one_slider",12,"Michael",0.74,"wise","most wise","lexical","positive","wise","person","male",0,"most foolish","foolish"
111,6687,"one_slider",13,"Michelle",0.12,"polite","most polite","morphological","antonym","impolite","person","female",0,"most impolite","impolite"
111,5101,"one_slider",14,"Angela",0.18,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
111,5940,"one_slider",15,"Kim",0.36,"brave","most brave","lexical","neg_positive","not brave","person","female",0,"most cowardly","cowardly"
111,4214,"one_slider",16,"Tom",0.63,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
112,5918,"one_slider",1,"Maya",0.38,"strong","strongest","lexical","antonym","weak","person","female",1,"weakest","weak"
112,2653,"one_slider",2,"Anthony",0.23,"happy","happiest","morphological","neg_positive","not happy","person","male",1,"unhappiest","unhappy"
112,4719,"one_slider",3,"Sophia",0.56,"beautiful","most beautiful","lexical","neg_antonym","not ugly","person","female",0,"most ugly","ugly"
112,3256,"one_slider",4,"Claire",0.52,"fat","fattest","lexical","positive","fat","person","female",1,"skinniest","skinny"
112,1791,"one_slider",5,"Lee",0.36,"brave","most brave","lexical","antonym","cowardly","person","male",0,"most cowardly","cowardly"
112,4199,"one_slider",6,"Stephen",0.51,"mature","most mature","morphological","neg_antonym","not immature","person","male",0,"most immature","immature"
112,2551,"one_slider",7,"Stephanie",0.38,"educated","most educated","morphological","antonym","uneducated","person","female",0,"most uneducated","uneducated"
112,3207,"one_slider",8,"Cameron",0.61,"polite","most polite","morphological","positive","polite","person","male",0,"most impolite","impolite"
112,3008,"one_slider",9,"William",0.79,"loud","most loud","lexical","positive","loud","person","male",0,"most quiet","quiet"
112,2559,"one_slider",10,"Michelle",0.26,"friendly","most friendly","morphological","antonym","unfriendly","person","female",0,"most unfriendly","unfriendly"
112,4512,"one_slider",11,"Kathleen",0.58,"rich","richest","lexical","neg_antonym","not poor","person","female",1,"poorest","poor"
112,2903,"one_slider",12,"Monica",0.37,"wise","most wise","lexical","neg_positive","not wise","person","female",0,"most foolish","foolish"
112,2336,"one_slider",13,"David",0.35,"tall","tallest","lexical","neg_positive","not tall","person","male",1,"shortest","short"
112,3455,"one_slider",14,"Lucas",0.66,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
112,1856,"one_slider",15,"Julia",0.35,"attractive","most attractive","morphological","neg_positive","not attractive","person","female",0,"most unattractive","unattractive"
112,3951,"one_slider",16,"Alicia",0.59,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","female",0,"most unintelligent","unintelligent"
113,12139,"one_slider",1,"Kathleen",0.41,"loud","most loud","lexical","neg_positive","not loud","person","female",0,"most quiet","quiet"
113,7952,"one_slider",2,"Daniel",0.71,"interesting","most interesting","morphological","positive","interesting","person","male",0,"most uninteresting","uninteresting"
113,5091,"one_slider",3,"Lucas",0.26,"intelligent","most intelligent","morphological","neg_antonym","not unintelligent","person","male",0,"most unintelligent","unintelligent"
