"workerid","rt","trial_type","trial_num","name","positive","negation","sentence_type","adjective","referent","gender","response","antonym"
26,1971,"one_slider",19,"Anthony","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","male",0.51,"cowardly"
26,3017,"one_slider",20,"Lucas","old","lexical","neg_positive","not old","person","male",0.2,"young"
26,3728,"one_slider",21,"William","hard-working","lexical","neg_positive","not hard-working","person","male",0.06,"lazy"
26,2929,"one_slider",22,"Greg","old","lexical","antonym","young","person","male",0.09,"young"
26,5857,"one_slider",23,"Lee","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","male",0.56,"lazy"
26,2517,"one_slider",24,"Eric","educated","morphological","neg_antonym","not uneducated","person","male",0.18,"uneducated"
26,4799,"one_slider",25,"Gabriel","brave","lexical","neg_antonym","not cowardly","person","male",0.81,"cowardly"
26,2810,"one_slider",26,"Michael","old","lexical","positive","old","person","male",0.9,"young"
26,4260,"one_slider",27,"Alexander","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","male",0.49,"skinny"
26,6111,"one_slider",28,"Tom","hard-working","lexical","neg_antonym","not lazy","person","male",0.86,"lazy"
26,3430,"one_slider",29,"David","successful","morphological","neg_positive","not successful","person","male",0.19,"unsuccessful"
26,2938,"one_slider",30,"Kim","rich","lexical","neg_positive","not rich","person","female",0.16,"poor"
27,6295,"one_slider",1,"Michelle","brave","lexical","neg_positive","not brave","person","female",0.24,"cowardly"
27,2372,"one_slider",2,"Melinda","successful","morphological","positive","successful","person","female",0.91,"unsuccessful"
27,3918,"one_slider",3,"Cameron","successful","morphological","neg_positive","not successful","person","male",0.29,"unsuccessful"
27,2966,"one_slider",4,"Anthony","tall","lexical","antonym","short","person","male",0.15,"short"
27,4943,"one_slider",5,"Laura","old","lexical","neg_antonym","not young","person","female",0.63,"young"
27,1375,"one_slider",6,"John","old","lexical","antonym","young","person","male",0.52,"young"
27,1207,"one_slider",7,"Sophia","hard-working","lexical","neg_antonym","not lazy","person","female",0.4,"lazy"
27,1192,"one_slider",8,"Kim","friendly","morphological","neg_positive","not friendly","person","female",0.61,"unfriendly"
27,1354,"one_slider",9,"Daniel","honest","morphological","antonym","dishonest","person","male",0.46,"dishonest"
27,1198,"one_slider",10,"Stephen","rich","lexical","neg_antonym","not poor","person","male",0.53,"poor"
27,1623,"one_slider",11,"Alicia","fat","lexical","neg_antonym","not skinny","person","female",0.38,"skinny"
27,1431,"one_slider",12,"Stephanie","tolerant","morphological","antonym","intolerant","person","female",0.56,"intolerant"
27,1182,"one_slider",13,"Lucas","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","male",0.46,"dishonest"
27,1325,"one_slider",14,"Michael","tall","lexical","positive","tall","person","male",0.3,"short"
27,2174,"one_slider",15,"Lee","successful","morphological","antonym","unsuccessful","person","male",0.25,"unsuccessful"
27,1119,"one_slider",16,"Jennifer","moral","morphological","positive","moral","person","female",0.56,"immoral"
27,1551,"one_slider",17,"David","old","lexical","positive","old","person","male",0.37,"young"
27,1149,"one_slider",18,"Gabriel","rich","lexical","neg_positive","not rich","person","male",0.52,"poor"
27,1439,"one_slider",19,"Monica","honest","morphological","positive","honest","person","female",0.54,"dishonest"
27,1046,"one_slider",20,"Maya","moral","morphological","antonym","immoral","person","female",0.36,"immoral"
27,1318,"one_slider",21,"Claire","tolerant","morphological","neg_positive","not tolerant","person","female",0.64,"intolerant"
27,1134,"one_slider",22,"Alexander","moral","morphological","neg_antonym","not immoral","person","male",0.58,"immoral"
27,1375,"one_slider",23,"Eric","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","male",0.27,"skinny"
27,1087,"one_slider",24,"William","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","male",0.65,"poor"
27,1095,"one_slider",25,"Angela","educated","morphological","neg_positive","not educated","person","female",0.46,"uneducated"
27,1062,"one_slider",26,"Tom","hard-working","lexical","neg_positive","not hard-working","person","male",0.35,"lazy"
27,1039,"one_slider",27,"Greg","educated","morphological","positive","educated","person","male",0.47,"uneducated"
27,1135,"one_slider",28,"Veronica","friendly","morphological","neg_antonym","not unfriendly","person","female",0.59,"unfriendly"
27,1912,"one_slider",29,"Julia","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","female",0.48,"unfriendly"
27,2174,"one_slider",30,"Kathleen","rich","lexical","antonym","poor","person","female",0.62,"poor"
28,7317,"one_slider",1,"Daniel","tolerant","morphological","positive","tolerant","person","male",0.51,"intolerant"
28,5185,"one_slider",2,"Tom","tolerant","morphological","neg_positive","not tolerant","person","male",0.43,"intolerant"
28,3750,"one_slider",3,"Kim","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","female",0.48,"uneducated"
28,4931,"one_slider",4,"William","honest","morphological","antonym","dishonest","person","male",0.47,"dishonest"
28,2625,"one_slider",5,"Stephanie","successful","morphological","positive","successful","person","female",0.5,"unsuccessful"
28,2953,"one_slider",6,"Claire","hard-working","lexical","antonym","lazy","person","female",0.5,"lazy"
28,3324,"one_slider",7,"Eric","honest","morphological","positive","honest","person","male",0.54,"dishonest"
28,4286,"one_slider",8,"Michelle","moral","morphological","positive","moral","person","female",0.55,"immoral"
28,4089,"one_slider",9,"Lucas","friendly","morphological","antonym","unfriendly","person","male",0.42,"unfriendly"
28,6213,"one_slider",10,"Maya","old","lexical","neg_positive","not old","person","female",0.48,"young"
28,2843,"one_slider",11,"David","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","male",0.48,"dishonest"
28,3068,"one_slider",12,"John","educated","morphological","neg_positive","not educated","person","male",0.53,"uneducated"
28,3300,"one_slider",13,"Stephen","old","lexical","neither_pos_nor_ant","neither old nor young","person","male",0.55,"young"
28,6235,"one_slider",14,"Cameron","moral","morphological","antonym","immoral","person","male",0.45,"immoral"
28,6213,"one_slider",15,"Julia","tall","lexical","positive","tall","person","female",0.54,"short"
28,6250,"one_slider",16,"Jennifer","moral","morphological","neg_positive","not moral","person","female",0.43,"immoral"
28,3118,"one_slider",17,"Melinda","moral","morphological","neg_antonym","not immoral","person","female",0.57,"immoral"
28,6831,"one_slider",18,"Veronica","rich","lexical","antonym","poor","person","female",0.44,"poor"
28,5570,"one_slider",19,"Alexander","successful","morphological","neg_antonym","not unsuccessful","person","male",0.56,"unsuccessful"
28,7777,"one_slider",20,"Michael","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","male",0.53,"poor"
28,6377,"one_slider",21,"Alicia","brave","lexical","neg_positive","not brave","person","female",0.46,"cowardly"
28,3021,"one_slider",22,"Sophia","brave","lexical","positive","brave","person","female",0.56,"cowardly"
28,10947,"one_slider",23,"Kathleen","honest","morphological","neg_antonym","not dishonest","person","female",0.55,"dishonest"
28,4599,"one_slider",24,"Monica","friendly","morphological","positive","friendly","person","female",0.52,"unfriendly"
28,3039,"one_slider",25,"Gabriel","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","male",0.49,"intolerant"
28,4879,"one_slider",26,"Anthony","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","male",0.53,"unfriendly"
28,3899,"one_slider",27,"Greg","tall","lexical","neither_pos_nor_ant","neither tall nor short","person","male",0.48,"short"
28,3288,"one_slider",28,"Lee","brave","lexical","antonym","cowardly","person","male",0.41,"cowardly"
28,3156,"one_slider",29,"Laura","fat","lexical","neg_antonym","not skinny","person","female",0.57,"skinny"
28,2423,"one_slider",30,"Angela","hard-working","lexical","neither_pos_nor_ant","neither hard-working nor lazy","person","female",0.53,"lazy"
29,4433,"one_slider",1,"Michael","educated","morphological","positive","educated","person","male",0.54,"uneducated"
29,3006,"one_slider",2,"Alexander","old","lexical","positive","old","person","male",0.74,"young"
29,4141,"one_slider",3,"Maya","rich","lexical","neg_positive","not rich","person","female",0.5,"poor"
29,3199,"one_slider",4,"Michelle","hard-working","lexical","neg_positive","not hard-working","person","female",0.4,"lazy"
29,19462,"one_slider",5,"Julia","old","lexical","antonym","young","person","female",0.43,"young"
29,3607,"one_slider",6,"Cameron","tall","lexical","antonym","short","person","male",0.27,"short"
29,2497,"one_slider",7,"Monica","brave","lexical","positive","brave","person","female",0.49,"cowardly"
29,3085,"one_slider",8,"Angela","successful","morphological","neg_antonym","not unsuccessful","person","female",0.52,"unsuccessful"
29,3638,"one_slider",9,"Kim","old","lexical","neither_pos_nor_ant","neither old nor young","person","female",0.52,"young"
29,3288,"one_slider",10,"Daniel","tolerant","morphological","neg_positive","not tolerant","person","male",0.24,"intolerant"
29,73477,"one_slider",11,"Laura","moral","morphological","neg_antonym","not immoral","person","female",0.44,"immoral"
29,2962,"one_slider",12,"Stephanie","rich","lexical","antonym","poor","person","female",0.1,"poor"
29,2791,"one_slider",13,"Lucas","successful","morphological","positive","successful","person","male",0.81,"unsuccessful"
29,2655,"one_slider",14,"William","educated","morphological","neg_antonym","not uneducated","person","male",0.39,"uneducated"
29,2926,"one_slider",15,"Lee","old","lexical","neg_positive","not old","person","male",0.52,"young"
29,2719,"one_slider",16,"Greg","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","male",0.5,"cowardly"
29,2351,"one_slider",17,"Tom","fat","lexical","positive","fat","person","male",0.74,"skinny"
29,2479,"one_slider",18,"Melinda","tall","lexical","neg_antonym","not short","person","female",0.5,"short"
29,2247,"one_slider",19,"Claire","fat","lexical","neg_antonym","not skinny","person","female",0.49,"skinny"
29,2263,"one_slider",20,"Sophia","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","female",0.5,"dishonest"
29,2015,"one_slider",21,"David","moral","morphological","neg_positive","not moral","person","male",0.46,"immoral"
29,2918,"one_slider",22,"Alicia","hard-working","lexical","positive","hard-working","person","female",0.76,"lazy"
29,2503,"one_slider",23,"Veronica","fat","lexical","antonym","skinny","person","female",0.08,"skinny"
29,7260,"one_slider",24,"Kathleen","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","female",0.49,"unfriendly"
29,2331,"one_slider",25,"Anthony","old","lexical","neg_antonym","not young","person","male",0.5,"young"
29,2695,"one_slider",26,"Stephen","successful","morphological","antonym","unsuccessful","person","male",0.09,"unsuccessful"
29,2259,"one_slider",27,"Eric","honest","morphological","positive","honest","person","male",0.8,"dishonest"
29,2352,"one_slider",28,"John","successful","morphological","neg_positive","not successful","person","male",0.5,"unsuccessful"
29,3671,"one_slider",29,"Jennifer","hard-working","lexical","neg_antonym","not lazy","person","female",0.55,"lazy"
29,2759,"one_slider",30,"Gabriel","tall","lexical","neg_positive","not tall","person","male",0.39,"short"
30,10246,"one_slider",1,"Gabriel","educated","morphological","antonym","uneducated","person","male",0.15,"uneducated"
30,7232,"one_slider",2,"William","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","male",0.5,"unsuccessful"
30,6285,"one_slider",3,"Veronica","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.48,"immoral"
30,7336,"one_slider",4,"Stephen","tolerant","morphological","neg_antonym","not intolerant","person","male",0.89,"intolerant"
30,4535,"one_slider",5,"Alexander","educated","morphological","positive","educated","person","male",0.92,"uneducated"
30,4384,"one_slider",6,"Julia","fat","lexical","neg_positive","not fat","person","female",0.19,"skinny"
30,5062,"one_slider",7,"Angela","moral","morphological","antonym","immoral","person","female",0.14,"immoral"
30,4315,"one_slider",8,"Claire","old","lexical","antonym","young","person","female",0.16,"young"
30,4736,"one_slider",9,"Laura","friendly","morphological","neg_antonym","not unfriendly","person","female",0.84,"unfriendly"
30,7111,"one_slider",10,"Kim","brave","lexical","positive","brave","person","female",0.9,"cowardly"
30,6179,"one_slider",11,"Lee","hard-working","lexical","neg_positive","not hard-working","person","male",0.1,"lazy"
30,4976,"one_slider",12,"Michelle","fat","lexical","antonym","skinny","person","female",0.13,"skinny"
30,3489,"one_slider",13,"Alicia","rich","lexical","positive","rich","person","female",0.8,"poor"
30,6309,"one_slider",14,"Lucas","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","male",0.48,"cowardly"
30,3414,"one_slider",15,"John","fat","lexical","positive","fat","person","male",0.84,"skinny"
30,3552,"one_slider",16,"Tom","tall","lexical","positive","tall","person","male",0.85,"short"
30,4282,"one_slider",17,"Michael","successful","morphological","antonym","unsuccessful","person","male",0.09,"unsuccessful"
30,7720,"one_slider",18,"Jennifer","rich","lexical","neg_positive","not rich","person","female",0.93,"poor"
30,12289,"one_slider",19,"Monica","tolerant","morphological","positive","tolerant","person","female",0.91,"intolerant"
30,6757,"one_slider",20,"Stephanie","tolerant","morphological","antonym","intolerant","person","female",0.16,"intolerant"
30,6270,"one_slider",21,"Eric","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","male",0.52,"skinny"
30,3806,"one_slider",22,"Maya","friendly","morphological","positive","friendly","person","female",0.92,"unfriendly"
30,3489,"one_slider",23,"Daniel","friendly","morphological","neg_positive","not friendly","person","male",0.07,"unfriendly"
30,88917,"one_slider",24,"Greg","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","male",0.51,"uneducated"
30,7433,"one_slider",25,"David","honest","morphological","antonym","dishonest","person","male",0.07,"dishonest"
30,4183,"one_slider",26,"Anthony","tall","lexical","neg_positive","not tall","person","male",0.13,"short"
30,5978,"one_slider",27,"Cameron","successful","morphological","neg_antonym","not unsuccessful","person","male",0.17,"unsuccessful"
30,3127,"one_slider",28,"Melinda","old","lexical","positive","old","person","female",0.89,"young"
30,3157,"one_slider",29,"Kathleen","brave","lexical","antonym","cowardly","person","female",0.06,"cowardly"
30,2804,"one_slider",30,"Sophia","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","female",0.49,"intolerant"
31,11793,"one_slider",1,"Julia","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","female",0.36,"unsuccessful"
31,10552,"one_slider",2,"Laura","old","lexical","positive","old","person","female",0.86,"young"
31,7029,"one_slider",3,"Angela","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","female",0.32,"uneducated"
31,9077,"one_slider",4,"Michael","tolerant","morphological","neg_antonym","not intolerant","person","male",0.5,"intolerant"
31,6016,"one_slider",5,"David","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","male",0.49,"cowardly"
31,10019,"one_slider",6,"Lucas","tolerant","morphological","antonym","intolerant","person","male",0.07,"intolerant"
31,3511,"one_slider",7,"Gabriel","brave","lexical","positive","brave","person","male",0.82,"cowardly"
31,8972,"one_slider",8,"Eric","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","male",0.67,"skinny"
31,5382,"one_slider",9,"Melinda","brave","lexical","neg_antonym","not cowardly","person","female",0.49,"cowardly"
31,3589,"one_slider",10,"William","fat","lexical","positive","fat","person","male",0.9,"skinny"
31,5975,"one_slider",11,"John","honest","morphological","neg_positive","not honest","person","male",0.15,"dishonest"
31,2854,"one_slider",12,"Alicia","friendly","morphological","positive","friendly","person","female",0.76,"unfriendly"
31,5381,"one_slider",13,"Kathleen","moral","morphological","neg_antonym","not immoral","person","female",0.49,"immoral"
31,3247,"one_slider",14,"Greg","tolerant","morphological","positive","tolerant","person","male",0.73,"intolerant"
31,5974,"one_slider",15,"Monica","tall","lexical","antonym","short","person","female",0.15,"short"
31,6366,"one_slider",16,"Daniel","old","lexical","neg_positive","not old","person","male",0.34,"young"
31,5417,"one_slider",17,"Tom","friendly","morphological","neg_antonym","not unfriendly","person","male",0.49,"unfriendly"
31,2888,"one_slider",18,"Stephanie","hard-working","lexical","positive","hard-working","person","female",0.82,"lazy"
31,4179,"one_slider",19,"Alexander","moral","morphological","neg_positive","not moral","person","male",0.2,"immoral"
31,3428,"one_slider",20,"Maya","brave","lexical","antonym","cowardly","person","female",0.17,"cowardly"
31,3084,"one_slider",21,"Stephen","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","male",0.49,"intolerant"
31,6294,"one_slider",22,"Michelle","old","lexical","neg_antonym","not young","person","female",0.61,"young"
31,3936,"one_slider",23,"Lee","moral","morphological","positive","moral","person","male",0.7,"immoral"
31,4420,"one_slider",24,"Veronica","honest","morphological","antonym","dishonest","person","female",0.15,"dishonest"
31,5493,"one_slider",25,"Claire","fat","lexical","neg_positive","not fat","person","female",0.49,"skinny"
31,5687,"one_slider",26,"Jennifer","rich","lexical","neg_antonym","not poor","person","female",0.42,"poor"
31,5063,"one_slider",27,"Anthony","educated","morphological","neg_antonym","not uneducated","person","male",0.47,"uneducated"
31,3915,"one_slider",28,"Kim","tall","lexical","positive","tall","person","female",0.82,"short"
31,4656,"one_slider",29,"Cameron","successful","morphological","antonym","unsuccessful","person","male",0.09,"unsuccessful"
31,2626,"one_slider",30,"Sophia","successful","morphological","positive","successful","person","female",0.81,"unsuccessful"
32,12510,"one_slider",1,"Stephanie","successful","morphological","positive","successful","person","female",0.76,"unsuccessful"
32,5654,"one_slider",2,"Cameron","brave","lexical","antonym","cowardly","person","male",0.05,"cowardly"
32,5240,"one_slider",3,"Stephen","hard-working","lexical","neg_positive","not hard-working","person","male",0.35,"lazy"
32,10799,"one_slider",4,"Jennifer","old","lexical","neg_positive","not old","person","female",0.57,"young"
32,6516,"one_slider",5,"William","old","lexical","neither_pos_nor_ant","neither old nor young","person","male",0.78,"young"
32,8613,"one_slider",6,"Claire","tolerant","morphological","antonym","intolerant","person","female",0.05,"intolerant"
32,2772,"one_slider",7,"Kim","tolerant","morphological","positive","tolerant","person","female",0.79,"intolerant"
32,4600,"one_slider",8,"Daniel","honest","morphological","neither_pos_nor_ant","neither honest nor dishonest","person","male",0.3,"dishonest"
32,2977,"one_slider",9,"Veronica","friendly","morphological","neg_positive","not friendly","person","female",0.08,"unfriendly"
32,4801,"one_slider",10,"Sophia","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","female",0.58,"skinny"
32,4935,"one_slider",11,"Eric","friendly","morphological","neg_antonym","not unfriendly","person","male",0.63,"unfriendly"
32,5258,"one_slider",12,"Kathleen","honest","morphological","neg_antonym","not dishonest","person","female",0.78,"dishonest"
32,5613,"one_slider",13,"Michael","educated","morphological","neg_antonym","not uneducated","person","male",0.71,"uneducated"
32,4822,"one_slider",14,"David","tolerant","morphological","neg_positive","not tolerant","person","male",0.02,"intolerant"
32,1757,"one_slider",15,"John","friendly","morphological","positive","friendly","person","male",0.77,"unfriendly"
32,4714,"one_slider",16,"Alexander","tolerant","morphological","neither_pos_nor_ant","neither tolerant nor intolerant","person","male",0.39,"intolerant"
32,4817,"one_slider",17,"Greg","successful","morphological","neither_pos_nor_ant","neither successful nor unsuccessful","person","male",0.25,"unsuccessful"
32,5038,"one_slider",18,"Lee","educated","morphological","neg_positive","not educated","person","male",0.03,"uneducated"
32,10465,"one_slider",19,"Monica","rich","lexical","neg_antonym","not poor","person","female",0.68,"poor"
32,2327,"one_slider",20,"Lucas","old","lexical","antonym","young","person","male",0.07,"young"
32,3120,"one_slider",21,"Tom","fat","lexical","neg_antonym","not skinny","person","male",0.86,"skinny"
32,2866,"one_slider",22,"Gabriel","tall","lexical","antonym","short","person","male",0,"short"
32,3936,"one_slider",23,"Alicia","moral","morphological","antonym","immoral","person","female",0.24,"immoral"
32,4893,"one_slider",24,"Laura","tall","lexical","neg_positive","not tall","person","female",0,"short"
32,2724,"one_slider",25,"Melinda","friendly","morphological","neither_pos_nor_ant","neither friendly nor unfriendly","person","female",0.2,"unfriendly"
32,2455,"one_slider",26,"Julia","honest","morphological","positive","honest","person","female",0.8,"dishonest"
32,2859,"one_slider",27,"Angela","rich","lexical","antonym","poor","person","female",0.1,"poor"
32,3493,"one_slider",28,"Anthony","old","lexical","neg_antonym","not young","person","male",0.92,"young"
32,3841,"one_slider",29,"Maya","successful","morphological","neg_positive","not successful","person","female",0.13,"unsuccessful"
32,2479,"one_slider",30,"Michelle","rich","lexical","neg_positive","not rich","person","female",0.05,"poor"
33,7820,"one_slider",1,"Alexander","moral","morphological","neg_positive","not moral","person","male",0.12,"immoral"
33,4071,"one_slider",2,"Kathleen","successful","morphological","neg_positive","not successful","person","female",0.12,"unsuccessful"
33,3143,"one_slider",3,"Stephen","rich","lexical","neg_positive","not rich","person","male",0.19,"poor"
33,3097,"one_slider",4,"Stephanie","educated","morphological","antonym","uneducated","person","female",0.22,"uneducated"
33,3656,"one_slider",5,"Eric","fat","lexical","positive","fat","person","male",0.86,"skinny"
33,2352,"one_slider",6,"Lucas","honest","morphological","neg_positive","not honest","person","male",0.16,"dishonest"
33,4746,"one_slider",7,"Jennifer","moral","morphological","neg_antonym","not immoral","person","female",0.57,"immoral"
33,2903,"one_slider",8,"Gabriel","old","lexical","neither_pos_nor_ant","neither old nor young","person","male",0.5,"young"
33,2753,"one_slider",9,"William","honest","morphological","antonym","dishonest","person","male",0.16,"dishonest"
33,2376,"one_slider",10,"Veronica","brave","lexical","antonym","cowardly","person","female",0.14,"cowardly"
33,3631,"one_slider",11,"Monica","educated","morphological","neg_antonym","not uneducated","person","female",0.59,"uneducated"
33,5367,"one_slider",12,"Daniel","friendly","morphological","neg_positive","not friendly","person","male",0.16,"unfriendly"
33,2703,"one_slider",13,"Angela","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.48,"immoral"
33,2840,"one_slider",14,"Laura","tall","lexical","antonym","short","person","female",0.08,"short"
33,3655,"one_slider",15,"Lee","brave","lexical","positive","brave","person","male",0.89,"cowardly"
33,3631,"one_slider",16,"Michael","hard-working","lexical","positive","hard-working","person","male",0.85,"lazy"
33,2352,"one_slider",17,"Maya","fat","lexical","neither_pos_nor_ant","neither fat nor skinny","person","female",0.47,"skinny"
33,4223,"one_slider",18,"Greg","rich","lexical","positive","rich","person","male",0.92,"poor"
33,2336,"one_slider",19,"Julia","brave","lexical","neither_pos_nor_ant","neither brave nor cowardly","person","female",0.48,"cowardly"
33,3888,"one_slider",20,"Anthony","fat","lexical","neg_positive","not fat","person","male",0.38,"skinny"
33,2961,"one_slider",21,"Sophia","tall","lexical","neither_pos_nor_ant","neither tall nor short","person","female",0.49,"short"
33,3256,"one_slider",22,"Michelle","educated","morphological","neg_positive","not educated","person","female",0.17,"uneducated"
33,3368,"one_slider",23,"David","brave","lexical","neg_antonym","not cowardly","person","male",0.59,"cowardly"
33,4248,"one_slider",24,"Claire","successful","morphological","antonym","unsuccessful","person","female",0.12,"unsuccessful"
33,2824,"one_slider",25,"John","rich","lexical","antonym","poor","person","male",0.11,"poor"
33,4096,"one_slider",26,"Melinda","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","female",0.57,"uneducated"
33,4577,"one_slider",27,"Cameron","moral","morphological","antonym","immoral","person","male",0.12,"immoral"
33,3353,"one_slider",28,"Kim","rich","lexical","neither_pos_nor_ant","neither rich nor poor","person","female",0.43,"poor"
33,2583,"one_slider",29,"Alicia","rich","lexical","neg_antonym","not poor","person","female",0.6,"poor"
33,3079,"one_slider",30,"Tom","honest","morphological","neg_antonym","not dishonest","person","male",0.6,"dishonest"
34,10570,"one_slider",1,"Tom","moral","morphological","positive","moral","person","male",0.83,"immoral"
34,7861,"one_slider",2,"David","old","lexical","neither_pos_nor_ant","neither old nor young","person","male",0.56,"young"
34,4607,"one_slider",3,"Greg","friendly","morphological","positive","friendly","person","male",0.83,"unfriendly"
34,13680,"one_slider",4,"Eric","successful","morphological","neg_antonym","not unsuccessful","person","male",0.62,"unsuccessful"
34,3925,"one_slider",5,"Julia","brave","lexical","antonym","cowardly","person","female",0.23,"cowardly"
34,4296,"one_slider",6,"Stephen","educated","morphological","positive","educated","person","male",0.79,"uneducated"
34,3897,"one_slider",7,"Michael","honest","morphological","neg_positive","not honest","person","male",0.13,"dishonest"
34,4698,"one_slider",8,"Lucas","fat","lexical","positive","fat","person","male",0.73,"skinny"
34,5031,"one_slider",9,"Michelle","old","lexical","antonym","young","person","female",0.11,"young"
34,7343,"one_slider",10,"William","fat","lexical","neg_positive","not fat","person","male",0.17,"skinny"
34,893903,"one_slider",11,"Laura","fat","lexical","neg_antonym","not skinny","person","female",0.65,"skinny"
34,7720,"one_slider",12,"Anthony","friendly","morphological","neg_antonym","not unfriendly","person","male",0.42,"unfriendly"
34,25739,"one_slider",13,"Kathleen","tall","lexical","neg_antonym","not short","person","female",0.75,"short"
34,6168,"one_slider",14,"Alicia","educated","morphological","neg_positive","not educated","person","female",0.2,"uneducated"
34,9616,"one_slider",15,"Sophia","educated","morphological","antonym","uneducated","person","female",0.28,"uneducated"
34,3884,"one_slider",16,"Maya","moral","morphological","antonym","immoral","person","female",0.17,"immoral"
34,6413,"one_slider",17,"Melinda","tolerant","morphological","antonym","intolerant","person","female",0.25,"intolerant"
34,3447,"one_slider",18,"Angela","brave","lexical","positive","brave","person","female",0.73,"cowardly"
34,5889,"one_slider",19,"Cameron","moral","morphological","neg_antonym","not immoral","person","male",0.58,"immoral"
34,4694,"one_slider",20,"Alexander","moral","morphological","neg_positive","not moral","person","male",0.25,"immoral"
34,3025,"one_slider",21,"Monica","rich","lexical","positive","rich","person","female",0.84,"poor"
34,3378,"one_slider",22,"Claire","tall","lexical","antonym","short","person","female",0.16,"short"
34,4500,"one_slider",23,"Jennifer","hard-working","lexical","positive","hard-working","person","female",0.83,"lazy"
34,4855,"one_slider",24,"Lee","fat","lexical","antonym","skinny","person","male",0.25,"skinny"
34,5688,"one_slider",25,"Daniel","old","lexical","neg_antonym","not young","person","male",0.77,"young"
34,6009,"one_slider",26,"Veronica","tall","lexical","neither_pos_nor_ant","neither tall nor short","person","female",0.49,"short"
34,5833,"one_slider",27,"Stephanie","educated","morphological","neither_pos_nor_ant","neither educated nor uneducated","person","female",0.48,"uneducated"
34,3473,"one_slider",28,"Gabriel","rich","lexical","neg_positive","not rich","person","male",0.26,"poor"
34,4998,"one_slider",29,"John","tolerant","morphological","neg_positive","not tolerant","person","male",0.21,"intolerant"
34,4129,"one_slider",30,"Kim","successful","morphological","neg_positive","not successful","person","female",0.29,"unsuccessful"
35,9586,"one_slider",1,"Stephen","old","lexical","neg_positive","not old","person","male",0.23,"young"
35,11021,"one_slider",2,"Kathleen","successful","morphological","antonym","unsuccessful","person","female",0.09,"unsuccessful"
35,13231,"one_slider",3,"Cameron","brave","lexical","neg_positive","not brave","person","male",0.05,"cowardly"
35,8687,"one_slider",4,"Tom","moral","morphological","neg_antonym","not immoral","person","male",0.77,"immoral"
35,9399,"one_slider",5,"Lee","old","lexical","antonym","young","person","male",0.19,"young"
35,7039,"one_slider",6,"Michael","fat","lexical","neg_positive","not fat","person","male",0.37,"skinny"
35,31463,"one_slider",7,"Alicia","educated","morphological","neg_antonym","not uneducated","person","female",0.69,"uneducated"
35,7359,"one_slider",8,"Monica","old","lexical","neither_pos_nor_ant","neither old nor young","person","female",0.5,"young"
35,11559,"one_slider",9,"Anthony","friendly","morphological","antonym","unfriendly","person","male",0.05,"unfriendly"
35,4664,"one_slider",10,"Lucas","rich","lexical","antonym","poor","person","male",0.03,"poor"
35,5117,"one_slider",11,"Jennifer","friendly","morphological","positive","friendly","person","female",0.87,"unfriendly"
35,9502,"one_slider",12,"Maya","fat","lexical","positive","fat","person","female",0.95,"skinny"
35,3728,"one_slider",13,"Alexander","moral","morphological","antonym","immoral","person","male",0.09,"immoral"
35,4951,"one_slider",14,"Melinda","moral","morphological","positive","moral","person","female",0.78,"immoral"
35,12512,"one_slider",15,"William","rich","lexical","neg_antonym","not poor","person","male",0.55,"poor"
35,7934,"one_slider",16,"Laura","hard-working","lexical","neg_positive","not hard-working","person","female",0.14,"lazy"
35,6439,"one_slider",17,"Kim","moral","morphological","neither_pos_nor_ant","neither moral nor immoral","person","female",0.51,"immoral"
35,6488,"one_slider",18,"Gabriel","tall","lexical","neither_pos_nor_ant","neither tall nor short","person","male",0.51,"short"
